word	key	frequency_level	spelling_region	pos_code	lemma	source
defangs	defangs	60	通用	vs	defang	ESDB
defeater	defeater	60	通用	n0	defeater	ESDB
defeaters	defeaters	60	通用	ns	defeater	ESDB
defectively	defectively	60	通用	av0	defectively	ESDB
defectiveness	defectiveness	60	通用	n0	defectiveness	ESDB
defencelessly	defencelessly	60	英式-ise;英式-ize	av0	defencelessly	ESDB
defencelessness	defencelessness	60	英式-ise;英式-ize	n0	defencelessness	ESDB
defenceman	defenceman	60	英式-ise;英式-ize	n0	defenceman	ESDB
defencemen	defencemen	60	英式-ise;英式-ize	ns	defenceman	ESDB
defendable	defendable	60	通用	aj0	defendable	ESDB
defenselessly	defenselessly	60	美式	av0	defenselessly	ESDB
defenselessness	defenselessness	60	美式	n0	defenselessness	ESDB
defenseman	defenseman	60	美式	n0	defenseman	ESDB
defensemen	defensemen	60	美式	ns	defenseman	ESDB
defensibly	defensibly	60	通用	av0	defensibly	ESDB
deferral	deferral	60	通用	n0	deferral	ESDB
deferrals	deferrals	60	通用	ns	deferral	ESDB
deffer	deffer	60	通用	aj1	def	ESDB
deffest	deffest	60	通用	aj2	def	ESDB
defibrillation	defibrillation	60	通用	n0	defibrillation	ESDB
defibrillator	defibrillator	60	通用	n0	defibrillator	ESDB
defibrillators	defibrillators	60	通用	ns	defibrillator	ESDB
defiler	defiler	60	通用	n0	defiler	ESDB
defiler's	defiler's	60	通用	np	defiler	ESDB
defilers	defilers	60	通用	ns	defiler	ESDB
definitional	definitional	60	通用	aj0	definitional	ESDB
deflationary	deflationary	60	通用	aj0	deflationary	ESDB
deflective	deflective	60	通用	aj0	deflective	ESDB
deflower	deflower	60	通用	v0	deflower	ESDB
deflowered	deflowered	60	通用	vd	deflower	ESDB
deflowering	deflowering	60	通用	vg	deflower	ESDB
deflowers	deflowers	60	通用	vs	deflower	ESDB
defog	defog	60	通用	v0	defog	ESDB
defogged	defogged	60	通用	vd	defog	ESDB
defogging	defogging	60	通用	vg	defog	ESDB
defogs	defogs	60	通用	vs	defog	ESDB
defoliator	defoliator	60	通用	n0	defoliator	ESDB
defoliator's	defoliator's	60	通用	np	defoliator	ESDB
defoliators	defoliators	60	通用	ns	defoliator	ESDB
defrauder	defrauder	60	通用	n0	defrauder	ESDB
defrauder's	defrauder's	60	通用	np	defrauder	ESDB
defrauders	defrauders	60	通用	ns	defrauder	ESDB
defrock	defrock	60	通用	v0	defrock	ESDB
defrocked	defrocked	60	通用	vd	defrock	ESDB
defrocking	defrocking	60	通用	vg	defrock	ESDB
defrocks	defrocks	60	通用	vs	defrock	ESDB
defund	defund	60	通用	v0	defund	ESDB
defunded	defunded	60	通用	vd	defund	ESDB
defunding	defunding	60	通用	vg	defund	ESDB
defunds	defunds	60	通用	vs	defund	ESDB
degas	degas	60	通用	v0	degas	ESDB
degases	degases	60	通用	vs	degas	ESDB
degassed	degassed	60	通用	vd	degas	ESDB
degassing	degassing	60	通用	vg	degas	ESDB
deglaze	deglaze	60	通用	v0	deglaze	ESDB
degradable	degradable	60	通用	aj0	degradable	ESDB
dehydrator	dehydrator	60	通用	n0	dehydrator	ESDB
dehydrators	dehydrators	60	通用	ns	dehydrator	ESDB
dehydrogenase	dehydrogenase	60	通用	n0	dehydrogenase	ESDB
dehydrogenate	dehydrogenate	60	通用	v0	dehydrogenate	ESDB
dehydrogenated	dehydrogenated	60	通用	vd	dehydrogenate	ESDB
dehydrogenates	dehydrogenates	60	通用	vs	dehydrogenate	ESDB
dehydrogenating	dehydrogenating	60	通用	vg	dehydrogenate	ESDB
deist	deist	60	通用	n0	deist	ESDB
deist's	deist's	60	通用	np	deist	ESDB
deistic	deistic	60	通用	aj0	deistic	ESDB
deists	deists	60	通用	ns	deist	ESDB
deject	deject	60	通用	v0	deject	ESDB
dejecting	dejecting	60	通用	vg	deject	ESDB
dejects	dejects	60	通用	vs	deject	ESDB
delayer	delayer	60	通用	n0	delayer	ESDB
delayer's	delayer's	60	通用	np	delayer	ESDB
delayers	delayers	60	通用	ns	delayer	ESDB
delectably	delectably	60	通用	av0	delectably	ESDB
delegitimise	delegitimise	60	英式-ise	v0	delegitimise	ESDB
delegitimised	delegitimised	60	英式-ise	vd	delegitimise	ESDB
delegitimises	delegitimises	60	英式-ise	vs	delegitimise	ESDB
delegitimising	delegitimising	60	英式-ise	vg	delegitimise	ESDB
delegitimize	delegitimize	60	美式;英式-ize	v0	delegitimize	ESDB
delegitimized	delegitimized	60	美式;英式-ize	vd	delegitimize	ESDB
delegitimizes	delegitimizes	60	美式;英式-ize	vs	delegitimize	ESDB
delegitimizing	delegitimizing	60	美式;英式-ize	vg	delegitimize	ESDB
delft	delft	60	通用	n0	delft	ESDB
delftware	delftware	60	通用	n0	delftware	ESDB
deliberateness	deliberateness	60	通用	n0	deliberateness	ESDB
deliberative	deliberative	60	通用	aj0	deliberative	ESDB
delicateness	delicateness	60	通用	n0	delicateness	ESDB
delightedly	delightedly	60	通用	av0	delightedly	ESDB
delimitation	delimitation	60	通用	n0	delimitation	ESDB
deliquesce	deliquesce	60	通用	v0	deliquesce	ESDB
deliquesced	deliquesced	60	通用	vd	deliquesce	ESDB
deliquesces	deliquesces	60	通用	vs	deliquesce	ESDB
deliquescing	deliquescing	60	通用	vg	deliquesce	ESDB
deliriousness	deliriousness	60	通用	n0	deliriousness	ESDB
deliverable	deliverable	60	通用	aj0	deliverable	ESDB
deliverables	deliverables	60	通用	ns	deliverable	ESDB
deliveryman	deliveryman	60	通用	n0	deliveryman	ESDB
deliveryman's	deliveryman's	60	通用	np	deliveryman	ESDB
deliverymen	deliverymen	60	通用	ns	deliveryman	ESDB
deliverymen's	deliverymen's	60	通用	nsp	deliveryman	ESDB
delouse	delouse	60	通用	v0	delouse	ESDB
deloused	deloused	60	通用	vd	delouse	ESDB
delouses	delouses	60	通用	vs	delouse	ESDB
delousing	delousing	60	通用	vg	delouse	ESDB
delusional	delusional	60	通用	aj0	delusional	ESDB
delusively	delusively	60	通用	av0	delusively	ESDB
delver	delver	60	通用	n0	delver	ESDB
delvers	delvers	60	通用	ns	delver	ESDB
demagogically	demagogically	60	通用	av0	demagogically	ESDB
demigoddess	demigoddess	60	通用	n0	demigoddess	ESDB
demigoddesses	demigoddesses	60	通用	ns	demigoddess	ESDB
demimondaine	demimondaine	60	通用	n0	demimondaine	ESDB
demimondaine's	demimondaine's	60	通用	np	demimondaine	ESDB
demimondaines	demimondaines	60	通用	ns	demimondaine	ESDB
demimonde	demimonde	60	通用	n0	demimonde	ESDB
demimonde's	demimonde's	60	通用	np	demimonde	ESDB
demist	demist	60	通用	v0	demist	ESDB
demisted	demisted	60	通用	vd	demist	ESDB
demister	demister	60	通用	n0	demister	ESDB
demisters	demisters	60	通用	ns	demister	ESDB
demisting	demisting	60	通用	vg	demist	ESDB
demists	demists	60	通用	vs	demist	ESDB
demob	demob	60	通用	v0	demob	ESDB
demobbed	demobbed	60	通用	vd	demob	ESDB
demobbing	demobbing	60	通用	vg	demob	ESDB
demobs	demobs	60	通用	vs	demob	ESDB
demodulate	demodulate	60	通用	v0	demodulate	ESDB
demodulated	demodulated	60	通用	vd	demodulate	ESDB
demodulates	demodulates	60	通用	vs	demodulate	ESDB
demodulating	demodulating	60	通用	vg	demodulate	ESDB
demodulation	demodulation	60	通用	n0	demodulation	ESDB
demonetisation	demonetisation	60	英式-ise	n0	demonetisation	ESDB
demonetise	demonetise	60	英式-ise	v0	demonetise	ESDB
demonetised	demonetised	60	英式-ise	vd	demonetise	ESDB
demonetises	demonetises	60	英式-ise	vs	demonetise	ESDB
demonetising	demonetising	60	英式-ise	vg	demonetise	ESDB
demonetization	demonetization	60	美式;英式-ize	n0	demonetization	ESDB
demonetize	demonetize	60	美式;英式-ize	v0	demonetize	ESDB
demonetized	demonetized	60	美式;英式-ize	vd	demonetize	ESDB
demonetizes	demonetizes	60	美式;英式-ize	vs	demonetize	ESDB
demonetizing	demonetizing	60	美式;英式-ize	vg	demonetize	ESDB
demoniacally	demoniacally	60	通用	av0	demoniacally	ESDB
demonically	demonically	60	通用	av0	demonically	ESDB
demonisation	demonisation	60	英式-ise	n0	demonisation	ESDB
demonise	demonise	60	英式-ise	v0	demonise	ESDB
demonised	demonised	60	英式-ise	vd	demonise	ESDB
demonises	demonises	60	英式-ise	vs	demonise	ESDB
demonising	demonising	60	英式-ise	vg	demonise	ESDB
demonization	demonization	60	美式;英式-ize	n0	demonization	ESDB
demonizations	demonizations	60	美式;英式-ize	ns	demonization	ESDB
demonize	demonize	60	美式;英式-ize	v0	demonize	ESDB
demonized	demonized	60	美式;英式-ize	vd	demonize	ESDB
demonizes	demonizes	60	美式;英式-ize	vs	demonize	ESDB
demonizing	demonizing	60	美式;英式-ize	vg	demonize	ESDB
demonologies	demonologies	60	通用	ns	demonology	ESDB
demonology	demonology	60	通用	n0	demonology	ESDB
demonstrability	demonstrability	60	通用	n0	demonstrability	ESDB
demonstrativeness	demonstrativeness	60	通用	n0	demonstrativeness	ESDB
demonym	demonym	60	通用	n0	demonym	ESDB
demonyms	demonyms	60	通用	ns	demonym	ESDB
demotic	demotic	60	通用	aj0	demotic	ESDB
demotivate	demotivate	60	通用	v0	demotivate	ESDB
demotivated	demotivated	60	通用	vd	demotivate	ESDB
demotivates	demotivates	60	通用	vs	demotivate	ESDB
demotivating	demotivating	60	通用	vg	demotivate	ESDB
demulcent	demulcent	60	通用	aj0;n0	demulcent	ESDB
demulcents	demulcents	60	通用	ns	demulcent	ESDB
demureness	demureness	60	通用	n0	demureness	ESDB
demurral	demurral	60	通用	n0	demurral	ESDB
demurrals	demurrals	60	通用	ns	demurral	ESDB
demurrer	demurrer	60	通用	n0	demurrer	ESDB
demurrers	demurrers	60	通用	ns	demurrer	ESDB
demystification	demystification	60	通用	n0	demystification	ESDB
demystified	demystified	60	通用	vd	demystify	ESDB
demystifies	demystifies	60	通用	vs	demystify	ESDB
demystify	demystify	60	通用	v0	demystify	ESDB
demystifying	demystifying	60	通用	vg	demystify	ESDB
denationalisation	denationalisation	60	英式-ise	n0	denationalisation	ESDB
denationalise	denationalise	60	英式-ise	v0	denationalise	ESDB
denationalised	denationalised	60	英式-ise	vd	denationalise	ESDB
denationalises	denationalises	60	英式-ise	vs	denationalise	ESDB
denationalising	denationalising	60	英式-ise	vg	denationalise	ESDB
denationalization	denationalization	60	美式;英式-ize	n0	denationalization	ESDB
denationalize	denationalize	60	美式;英式-ize	v0	denationalize	ESDB
denationalized	denationalized	60	美式;英式-ize	vd	denationalize	ESDB
denationalizes	denationalizes	60	美式;英式-ize	vs	denationalize	ESDB
denationalizing	denationalizing	60	美式;英式-ize	vg	denationalize	ESDB
denaturation	denaturation	60	通用	n0	denaturation	ESDB
dengue	dengue	60	通用	n0	dengue	ESDB
deniable	deniable	60	通用	aj0	deniable	ESDB
denitrification	denitrification	60	通用	n0	denitrification	ESDB
denotative	denotative	60	通用	aj0	denotative	ESDB
dentally	dentally	60	通用	av0	dentally	ESDB
dentition	dentition	60	通用	n0	dentition	ESDB
denuclearise	denuclearise	60	英式-ise	v0	denuclearise	ESDB
denuclearised	denuclearised	60	英式-ise	vd	denuclearise	ESDB
denuclearises	denuclearises	60	英式-ise	vs	denuclearise	ESDB
denuclearising	denuclearising	60	英式-ise	vg	denuclearise	ESDB
denuclearize	denuclearize	60	美式;英式-ize	v0	denuclearize	ESDB
denuclearized	denuclearized	60	美式;英式-ize	vd	denuclearize	ESDB
denuclearizes	denuclearizes	60	美式;英式-ize	vs	denuclearize	ESDB
denuclearizing	denuclearizing	60	美式;英式-ize	vg	denuclearize	ESDB
denudation	denudation	60	通用	n0	denudation	ESDB
deodorisation	deodorisation	60	英式-ise	n0	deodorisation	ESDB
deodorization	deodorization	60	美式;英式-ize	n0	deodorization	ESDB
departmentalisation	departmentalisation	60	英式-ise	n0	departmentalisation	ESDB
departmentalization	departmentalization	60	美式;英式-ize	n0	departmentalization	ESDB
departmentally	departmentally	60	通用	av0	departmentally	ESDB
dependently	dependently	60	通用	av0	dependently	ESDB
depersonalise	depersonalise	60	英式-ise	v0	depersonalise	ESDB
depersonalised	depersonalised	60	英式-ise	vd	depersonalise	ESDB
depersonalises	depersonalises	60	英式-ise	vs	depersonalise	ESDB
depersonalising	depersonalising	60	英式-ise	vg	depersonalise	ESDB
depersonalize	depersonalize	60	美式;英式-ize	v0	depersonalize	ESDB
depersonalized	depersonalized	60	美式;英式-ize	vd	depersonalize	ESDB
depersonalizes	depersonalizes	60	美式;英式-ize	vs	depersonalize	ESDB
depersonalizing	depersonalizing	60	美式;英式-ize	vg	depersonalize	ESDB
deplatform	deplatform	60	通用	v0	deplatform	ESDB
deplatformed	deplatformed	60	通用	vd	deplatform	ESDB
deplatforming	deplatforming	60	通用	vg	deplatform	ESDB
deplatforms	deplatforms	60	通用	vs	deplatform	ESDB
depolarisation	depolarisation	60	英式-ise	n0	depolarisation	ESDB
depolarise	depolarise	60	英式-ise	v0	depolarise	ESDB
depolarised	depolarised	60	英式-ise	vd	depolarise	ESDB
depolarises	depolarises	60	英式-ise	vs	depolarise	ESDB
depolarising	depolarising	60	英式-ise	vg	depolarise	ESDB
depolarization	depolarization	60	美式;英式-ize	n0	depolarization	ESDB
depolarize	depolarize	60	美式;英式-ize	v0	depolarize	ESDB
depolarized	depolarized	60	美式;英式-ize	vd	depolarize	ESDB
depolarizes	depolarizes	60	美式;英式-ize	vs	depolarize	ESDB
depolarizing	depolarizing	60	美式;英式-ize	vg	depolarize	ESDB
deponent	deponent	60	通用	n0	deponent	ESDB
deponent's	deponent's	60	通用	np	deponent	ESDB
deponents	deponents	60	通用	ns	deponent	ESDB
deportee	deportee	60	通用	n0	deportee	ESDB
deportee's	deportee's	60	通用	np	deportee	ESDB
deportees	deportees	60	通用	ns	deportee	ESDB
deprecatingly	deprecatingly	60	通用	av0	deprecatingly	ESDB
depressor	depressor	60	通用	n0	depressor	ESDB
depressors	depressors	60	通用	ns	depressor	ESDB
depressurisation	depressurisation	60	英式-ise	n0	depressurisation	ESDB
depressurise	depressurise	60	英式-ise	v0	depressurise	ESDB
depressurised	depressurised	60	英式-ise	vd	depressurise	ESDB
depressurises	depressurises	60	英式-ise	vs	depressurise	ESDB
depressurising	depressurising	60	英式-ise	vg	depressurise	ESDB
depressurization	depressurization	60	美式;英式-ize	n0	depressurization	ESDB
depressurize	depressurize	60	美式;英式-ize	v0	depressurize	ESDB
depressurized	depressurized	60	美式;英式-ize	vd	depressurize	ESDB
depressurizes	depressurizes	60	美式;英式-ize	vs	depressurize	ESDB
depressurizing	depressurizing	60	美式;英式-ize	vg	depressurize	ESDB
dequeue	dequeue	60	通用	n0	dequeue	ESDB
dequeued	dequeued	60	通用	?	dequeued	ESDB
dequeues	dequeues	60	通用	ns	dequeue	ESDB
derisiveness	derisiveness	60	通用	n0	derisiveness	ESDB
dermal	dermal	60	通用	aj0	dermal	ESDB
dermatological	dermatological	60	通用	aj0	dermatological	ESDB
derogatorily	derogatorily	60	通用	av0	derogatorily	ESDB
derv	derv	60	通用	n0	derv	ESDB
desalinisation	desalinisation	60	英式-ise	n0	desalinisation	ESDB
desalinise	desalinise	60	英式-ise	v0	desalinise	ESDB
desalinised	desalinised	60	英式-ise	vd	desalinise	ESDB
desalinises	desalinises	60	英式-ise	vs	desalinise	ESDB
desalinising	desalinising	60	英式-ise	vg	desalinise	ESDB
desalinization	desalinization	60	美式;英式-ize	n0	desalinization	ESDB
desalinize	desalinize	60	美式;英式-ize	v0	desalinize	ESDB
desalinized	desalinized	60	美式;英式-ize	vd	desalinize	ESDB
desalinizes	desalinizes	60	美式;英式-ize	vs	desalinize	ESDB
desalinizing	desalinizing	60	美式;英式-ize	vg	desalinize	ESDB
desalt	desalt	60	通用	v0	desalt	ESDB
desalted	desalted	60	通用	vd	desalt	ESDB
desalting	desalting	60	通用	vg	desalt	ESDB
desalts	desalts	60	通用	vs	desalt	ESDB
descale	descale	60	通用	v0	descale	ESDB
descaled	descaled	60	通用	vd	descale	ESDB
descales	descales	60	通用	vs	descale	ESDB
descaling	descaling	60	通用	vg	descale	ESDB
describer	describer	60	通用	n0	describer	ESDB
describers	describers	60	通用	ns	describer	ESDB
descriptiveness	descriptiveness	60	通用	n0	descriptiveness	ESDB
deselect	deselect	60	通用	v0	deselect	ESDB
deselected	deselected	60	通用	vd	deselect	ESDB
deselecting	deselecting	60	通用	vg	deselect	ESDB
deselection	deselection	60	通用	n0	deselection	ESDB
deselects	deselects	60	通用	vs	deselect	ESDB
deserialisation	deserialisation	60	英式-ise	n0	deserialisation	ESDB
deserialisations	deserialisations	60	英式-ise	ns	deserialisation	ESDB
deserialise	deserialise	60	英式-ise	v0	deserialise	ESDB
deserialised	deserialised	60	英式-ise	vd	deserialise	ESDB
deserialises	deserialises	60	英式-ise	vs	deserialise	ESDB
deserialising	deserialising	60	英式-ise	vg	deserialise	ESDB
deserialization	deserialization	60	美式;英式-ize	n0	deserialization	ESDB
deserializations	deserializations	60	美式;英式-ize	ns	deserialization	ESDB
deserialize	deserialize	60	美式;英式-ize	v0	deserialize	ESDB
deserialized	deserialized	60	美式;英式-ize	vd	deserialize	ESDB
deserializes	deserializes	60	美式;英式-ize	vs	deserialize	ESDB
deserializing	deserializing	60	美式;英式-ize	vg	deserialize	ESDB
desertification	desertification	60	通用	n0	desertification	ESDB
desiccant	desiccant	60	通用	n0	desiccant	ESDB
desiccants	desiccants	60	通用	ns	desiccant	ESDB
desiccator	desiccator	60	通用	n0	desiccator	ESDB
desiccators	desiccators	60	通用	ns	desiccator	ESDB
designee	designee	60	通用	n0	designee	ESDB
designees	designees	60	通用	ns	designee	ESDB
desirableness	desirableness	60	通用	n0	desirableness	ESDB
deskill	deskill	60	通用	v0	deskill	ESDB
deskilled	deskilled	60	通用	vd	deskill	ESDB
deskilling	deskilling	60	通用	vg	deskill	ESDB
deskills	deskills	60	通用	vs	deskill	ESDB
despairingly	despairingly	60	通用	av0	despairingly	ESDB
desperateness	desperateness	60	通用	n0	desperateness	ESDB
despoiler	despoiler	60	通用	n0	despoiler	ESDB
despoiler's	despoiler's	60	通用	np	despoiler	ESDB
despoilers	despoilers	60	通用	ns	despoiler	ESDB
despoilment	despoilment	60	通用	n0	despoilment	ESDB
despoliation	despoliation	60	通用	n0	despoliation	ESDB
despondence	despondence	60	通用	n0	despondence	ESDB
despotically	despotically	60	通用	av0	despotically	ESDB
dessertspoon	dessertspoon	60	通用	n0	dessertspoon	ESDB
dessertspoonful	dessertspoonful	60	通用	n0	dessertspoonful	ESDB
dessertspoonfuls	dessertspoonfuls	60	通用	ns	dessertspoonful	ESDB
dessertspoons	dessertspoons	60	通用	ns	dessertspoon	ESDB
destabilisation	destabilisation	60	英式-ise	n0	destabilisation	ESDB
destabilised	destabilised	60	英式-ise	vd	destabilise	ESDB
destabilises	destabilises	60	英式-ise	vs	destabilise	ESDB
destabilising	destabilising	60	英式-ise	vg	destabilise	ESDB
destabilization	destabilization	60	美式;英式-ize	n0	destabilization	ESDB
destabilized	destabilized	60	美式;英式-ize	vd	destabilize	ESDB
destabilizes	destabilizes	60	美式;英式-ize	vs	destabilize	ESDB
destabilizing	destabilizing	60	美式;英式-ize	vg	destabilize	ESDB
destructibility	destructibility	60	通用	n0	destructibility	ESDB
desuetude	desuetude	60	通用	n0	desuetude	ESDB
desultorily	desultorily	60	通用	av0	desultorily	ESDB
detainee's	detainee's	60	通用	np	detainee	ESDB
determent	determent	60	通用	n0	determent	ESDB
determinedly	determinedly	60	通用	av0	determinedly	ESDB
deterministically	deterministically	60	通用	av0	deterministically	ESDB
detestably	detestably	60	通用	av0	detestably	ESDB
detrimentally	detrimentally	60	通用	av0	detrimentally	ESDB
devastatingly	devastatingly	60	通用	av0	devastatingly	ESDB
devastator	devastator	60	通用	n0	devastator	ESDB
devastators	devastators	60	通用	ns	devastator	ESDB
developmentally	developmentally	60	通用	av0	developmentally	ESDB
deviancy	deviancy	60	通用	n0	deviancy	ESDB
devilishness	devilishness	60	通用	n0	devilishness	ESDB
devitalise	devitalise	60	英式-ise	v0	devitalise	ESDB
devitalised	devitalised	60	英式-ise	vd	devitalise	ESDB
devitalises	devitalises	60	英式-ise	vs	devitalise	ESDB
devitalising	devitalising	60	英式-ise	vg	devitalise	ESDB
devitalize	devitalize	60	美式;英式-ize	v0	devitalize	ESDB
devitalized	devitalized	60	美式;英式-ize	vd	devitalize	ESDB
devitalizes	devitalizes	60	美式;英式-ize	vs	devitalize	ESDB
devitalizing	devitalizing	60	美式;英式-ize	vg	devitalize	ESDB
dewclaw	dewclaw	60	通用	n0	dewclaw	ESDB
dewclaws	dewclaws	60	通用	ns	dewclaw	ESDB
dewiness	dewiness	60	通用	n0	dewiness	ESDB
dexterousness	dexterousness	60	通用	n0	dexterousness	ESDB
dhow	dhow	60	通用	n0	dhow	ESDB
dhows	dhows	60	通用	ns	dhow	ESDB
diaereses	diaereses	60	通用	ns	diaeresis	ESDB
diaeresis	diaeresis	60	通用	n0	diaeresis	ESDB
diagnostically	diagnostically	60	通用	av0	diagnostically	ESDB
diagrammatically	diagrammatically	60	通用	av0	diagrammatically	ESDB
dialectical	dialectical	60	通用	aj0	dialectical	ESDB
dialectics	dialectics	60	通用	n0	dialectics	ESDB
dialer	dialer	60	美式	n0	dialer	ESDB
dialers	dialers	60	美式	ns	dialer	ESDB
dialler	dialler	60	英式-ise;英式-ize	n0	dialler	ESDB
diallers	diallers	60	英式-ise;英式-ize	ns	dialler	ESDB
diamagnetic	diamagnetic	60	通用	aj0	diamagnetic	ESDB
diamagnetism	diamagnetism	60	通用	n0	diamagnetism	ESDB
diamanté	diamanté	60	通用	n0	diamanté	ESDB
diametric	diametric	60	通用	aj0	diametric	ESDB
diamondback	diamondback	60	通用	n0	diamondback	ESDB
diamondback's	diamondback's	60	通用	np	diamondback	ESDB
diamondbacks	diamondbacks	60	通用	ns	diamondback	ESDB
diapason	diapason	60	通用	n0	diapason	ESDB
diapasons	diapasons	60	通用	ns	diapason	ESDB
diaphragmatic	diaphragmatic	60	通用	aj0	diaphragmatic	ESDB
diaspora	diaspora	60	通用	n0	diaspora	ESDB
diaspora's	diaspora's	60	通用	np	diaspora	ESDB
diasporas	diasporas	60	通用	ns	diaspora	ESDB
diastase	diastase	60	通用	n0	diastase	ESDB
diastole	diastole	60	通用	n0	diastole	ESDB
diastolic	diastolic	60	通用	aj0	diastolic	ESDB
diathermy	diathermy	60	通用	n0	diathermy	ESDB
diatomic	diatomic	60	通用	aj0	diatomic	ESDB
diatonic	diatonic	60	通用	aj0	diatonic	ESDB
diazepam	diazepam	60	通用	n0	diazepam	ESDB
dibs	dibs	60	通用	n0	dibs	ESDB
dichotomous	dichotomous	60	通用	aj0	dichotomous	ESDB
dickens	dickens	60	通用	n0	dickens	ESDB
dickhead	dickhead	60	通用	n0	dickhead	ESDB
dickheads	dickheads	60	通用	ns	dickhead	ESDB
dickybird	dickybird	60	通用	n0	dickybird	ESDB
dickybirds	dickybirds	60	通用	ns	dickybird	ESDB
dicotyledon	dicotyledon	60	通用	n0	dicotyledon	ESDB
dicotyledonous	dicotyledonous	60	通用	aj0	dicotyledonous	ESDB
dicotyledons	dicotyledons	60	通用	ns	dicotyledon	ESDB
dictatorially	dictatorially	60	通用	av0	dictatorially	ESDB
didactically	didactically	60	通用	av0	didactically	ESDB
diddler	diddler	60	通用	n0	diddler	ESDB
diddlers	diddlers	60	通用	ns	diddler	ESDB
diddly	diddly	60	通用	n0	diddly	ESDB
diddlysquat	diddlysquat	60	通用	n0	diddlysquat	ESDB
diddums	diddums	60	通用	?	diddums	ESDB
didgeridoo	didgeridoo	60	通用	n0	didgeridoo	ESDB
didgeridoos	didgeridoos	60	通用	ns	didgeridoo	ESDB
dido	dido	60	通用	n0	dido	ESDB
didoes	didoes	60	通用	ns	dido	ESDB
dielectric	dielectric	60	通用	aj0;n0	dielectric	ESDB
dielectrics	dielectrics	60	通用	ns	dielectric	ESDB
differentiable	differentiable	60	通用	aj0	differentiable	ESDB
difficultly	difficultly	60	通用	av0	difficultly	ESDB
diffract	diffract	60	通用	v0	diffract	ESDB
diffracted	diffracted	60	通用	vd	diffract	ESDB
diffracting	diffracting	60	通用	vg	diffract	ESDB
diffracts	diffracts	60	通用	vs	diffract	ESDB
diffuser	diffuser	60	通用	n0	diffuser	ESDB
diffusers	diffusers	60	通用	ns	diffuser	ESDB
diffusive	diffusive	60	通用	aj0	diffusive	ESDB
diffusivity	diffusivity	60	通用	n0	diffusivity	ESDB
digerati	digerati	60	通用	n0	digerati	ESDB
digestibility	digestibility	60	通用	n0	digestibility	ESDB
digestives	digestives	60	通用	ns	digestive	ESDB
diggings	diggings	60	通用	n0	diggings	ESDB
digicam	digicam	60	通用	n0	digicam	ESDB
digicams	digicams	60	通用	ns	digicam	ESDB
digitises	digitises	60	英式-ise	vs	digitise	ESDB
digitising	digitising	60	英式-ise	vg	digitise	ESDB
digitizes	digitizes	60	美式;英式-ize	vs	digitize	ESDB
digitizing	digitizing	60	美式;英式-ize	vg	digitize	ESDB
diktat	diktat	60	通用	n0	diktat	ESDB
diktats	diktats	60	通用	ns	diktat	ESDB
dilatation	dilatation	60	通用	n0	dilatation	ESDB
dilator	dilator	60	通用	n0	dilator	ESDB
dilators	dilators	60	通用	ns	dilator	ESDB
dildo	dildo	60	通用	n0	dildo	ESDB
dildos	dildos	60	通用	ns	dildo	ESDB
dilettantish	dilettantish	60	通用	aj0	dilettantish	ESDB
diluent	diluent	60	通用	n0	diluent	ESDB
dimity	dimity	60	通用	n0	dimity	ESDB
dimply	dimply	60	通用	aj0	dimply	ESDB
dimwitted	dimwitted	60	通用	aj0	dimwitted	ESDB
dinar	dinar	60	通用	n0	dinar	ESDB
dinars	dinars	60	通用	ns	dinar	ESDB
dingbat	dingbat	60	通用	n0	dingbat	ESDB
dingbat's	dingbat's	60	通用	np	dingbat	ESDB
dingbats	dingbats	60	通用	ns	dingbat	ESDB
dingily	dingily	60	通用	av0	dingily	ESDB
dingle	dingle	60	通用	n0	dingle	ESDB
dingles	dingles	60	通用	ns	dingle	ESDB
dingus	dingus	60	通用	n0	dingus	ESDB
dinguses	dinguses	60	通用	ns	dingus	ESDB
dinnertime	dinnertime	60	通用	n0	dinnertime	ESDB
dinnerware	dinnerware	60	通用	n0	dinnerware	ESDB
dioxides	dioxides	60	通用	ns	dioxide	ESDB
diploid	diploid	60	通用	aj0;n0	diploid	ESDB
diploid's	diploid's	60	通用	np	diploid	ESDB
diploids	diploids	60	通用	ns	diploid	ESDB
diplomatist	diplomatist	60	通用	n0	diplomatist	ESDB
diplomatist's	diplomatist's	60	通用	np	diplomatist	ESDB
diplomatists	diplomatists	60	通用	ns	diplomatist	ESDB
diplopia	diplopia	60	通用	n0	diplopia	ESDB
dipoles	dipoles	60	通用	ns	dipole	ESDB
dippier	dippier	60	通用	aj1	dippy	ESDB
dippiest	dippiest	60	通用	aj2	dippy	ESDB
dippy	dippy	60	通用	aj0	dippy	ESDB
dipso	dipso	60	通用	n0	dipso	ESDB
dipsos	dipsos	60	通用	ns	dipso	ESDB
dipterous	dipterous	60	通用	aj0	dipterous	ESDB
diptych	diptych	60	通用	n0	diptych	ESDB
diptychs	diptychs	60	通用	ns	diptych	ESDB
directionless	directionless	60	通用	aj0	directionless	ESDB
direful	direful	60	通用	aj0	direful	ESDB
direly	direly	60	通用	av0	direly	ESDB
dirndl	dirndl	60	通用	n0	dirndl	ESDB
dirndls	dirndls	60	通用	ns	dirndl	ESDB
dirtbag	dirtbag	60	通用	n0	dirtbag	ESDB
dirtbags	dirtbags	60	通用	ns	dirtbag	ESDB
dirtily	dirtily	60	通用	av0	dirtily	ESDB
